ax,ay,az,gx,gy,gz,tg
-3984,13162,-10644,-345,7533,-3483,1
1425,6680,-1594,386,290,2238,1
737,3517,-947,668,69,315,1
2553,-4311,4659,2457,-2548,701,1
7238,-10286,5664,1079,-5353,-353,1
-3212,-19589,13276,-4867,2871,-12247,1
-19736,-10575,9935,-4244,5110,-2081,1
234,-2865,4595,649,-332,8300,1
10635,3126,-3152,1217,1490,4617,1
1684,7215,-7387,-1088,5847,-5162,1
-10352,8607,-10033,-1165,3422,-3757,1
-6482,9960,-6759,-559,763,2621,1
2286,7883,-4817,-310,133,2949,1
2728,5751,-3238,-904,1093,249,1
-525,1992,93,-966,723,-885,1
-95,-6015,9353,2758,-1590,1073,1
-3261,-16637,8039,-4074,5761,-9950,1
-14182,-7731,8493,-1880,4869,4156,1
3982,-319,1710,1583,-3757,7242,1
10861,5959,-3642,293,-747,-777,1
-2047,8246,-5332,-561,1256,-7116,1
-10080,10966,-8097,-498,238,-3677,1
-6642,10524,-5551,1188,12,985,1
-1110,6636,-4803,2374,695,1177,1
-2150,3547,-4005,2602,-2886,971,1
-1692,587,-2844,2559,-4541,2066,1
3947,-5851,1477,757,-3916,3245,1
5955,-14882,9595,-1095,-653,-6661,1
-20250,-17205,8934,-2647,355,-7177,1
-9616,-10893,10177,-602,402,11231,1
9716,-3564,4064,507,-1952,11591,1
-3902,7291,-5725,-1148,4397,-5842,1
-9506,11257,-6764,-1003,1084,149,1
-1193,12683,-3779,1571,985,3784,1
7446,9005,-4472,3439,721,145,1
-2638,4899,-5697,1872,-2389,-2925,1
-2083,1662,-1006,1538,-3224,-622,1
2727,-3652,5446,3206,-5312,3452,1
8965,-15310,6627,2495,-6992,-5321,1
-16079,-20613,9160,-3146,-453,-10247,1
-15094,-10544,15177,-2880,-1670,7230,1
12333,761,-626,-1819,-540,2081,1
-3017,2978,-578,-3344,-1049,-1910,1
-6787,6785,-3553,-1326,-5505,1374,1
-6635,11435,-6628,-259,-9371,5589,1
775,13444,-8121,-2633,-8522,4701,1
2285,10152,-382,-5521,-3859,2065,1
-542,6056,3096,-2658,-3716,2059,1
6842,2188,-759,-1302,-8899,1094,1
7297,-9858,1415,-1718,-9538,-1603,1
1994,-20383,4239,-4016,-6875,-7036,1
-10404,-15909,18547,-664,-5518,-919,1
4984,-8140,2677,5001,-2953,4834,1
3819,-3673,-2649,3497,-3479,1936,1
847,1614,-1238,1793,-1854,840,1
-4505,6778,-283,1592,-6342,3023,1
6360,11996,-4974,2201,-7038,6194,1
5017,14476,-5754,-507,-2006,1046,1
4186,9482,-2260,-389,-5225,131,1
5056,5367,-645,-72,-9162,-1001,1
3553,1280,-1295,-567,-6183,-2052,1
1822,-16248,-581,-3528,-5634,-1292,1
3687,-12603,13578,-7034,-6515,992,1
6525,-8646,15407,2664,6372,-1561,1
-109,-7342,-4459,5641,4450,-3422,1
-508,-1437,-4237,4036,-2105,-1114,1
851,3761,-3889,1174,1471,145,1
-1036,10329,-2644,711,4004,2345,1
4614,16394,-7725,179,4705,1055,1
1879,12842,-5321,561,-729,-2320,1
767,7219,-3907,731,-6093,-849,1
342,2345,-4757,-609,-4970,896,1
4238,-3168,-5978,-2710,-1147,1260,1
585,-14695,-3603,-5073,-1955,629,1
6564,-14774,11216,-8343,-2262,4399,1
9375,-8039,15741,983,1297,-300,1
1892,-3302,-5554,4152,902,-2084,1
1430,3253,-5251,30,4370,-1378,1
-685,11397,1682,-650,3231,-639,1
3199,14273,-2415,2604,1041,327,1
255,10791,-5140,1803,981,-5698,1
-3599,4967,-6039,545,-1881,-2761,1
-26,757,-3699,-1182,90,-1862,1
633,-9346,3293,-745,4743,-2833,1
4794,-9639,7096,-5824,9770,-2008,1
1995,-9843,16319,-1907,6847,-4174,1
5938,-2710,1303,4465,4602,758,1
10180,1910,804,3932,8545,-3757,1
3801,4028,-2427,5133,9398,-7504,1
-3740,6116,-5572,5189,5044,-6892,1
-8709,8749,-11241,4672,382,-2213,1
-1808,7342,-9820,4271,1764,2370,1
2497,5361,-7015,3943,1763,2092,1
3400,3824,-5095,3503,1112,397,1
1400,-377,-4014,1598,-676,-113,1
3068,-3736,263,-5140,-4063,1713,1
12022,-6098,18339,-7764,-490,-4051,1
-2395,-9203,15515,-3898,4841,-7680,1
-5553,-3907,2684,1001,341,-343,1
1515,798,304,876,-1080,2546,1
1762,6400,-4029,-434,-500,-3273,1
-7794,12386,-5679,62,482,2702,1
-330,10472,-1955,1454,1307,2098,1
3011,6362,1927,3487,961,-884,1
-93,614,2811,5093,1336,-2546,1
-1665,-5116,211,5013,-664,-25,1
2283,-8266,1154,22,-1996,1060,1
4240,-9561,7911,-4073,408,-32,1
1530,-6450,7563,-2580,926,-315,1
-1310,-2489,387,-2241,-847,2368,1
-49,2020,-2823,-3783,-2148,4521,1
1343,9623,-4567,-5744,-1821,2050,1
-4584,15588,2649,-6163,235,688,1
1312,17646,13984,2485,321,173,1
-698,10766,3531,8322,624,-735,1
487,4569,-1671,7150,26,-1358,1
1091,-7747,471,1966,512,-2673,1
308,-10694,2060,587,-936,-1718,1
662,-10870,1443,-862,-1400,2130,1
2556,-7368,-984,-2842,-1538,3815,1
2434,-2796,-2510,-6909,-1079,2574,1
1764,3278,2631,-8950,-1685,12,1
-7240,12227,8425,-5296,-536,-1257,1
-4549,17879,8914,-1758,381,1706,1
-1014,15547,10017,3615,1898,61,1
687,9116,3381,7008,1252,-347,1
2472,1583,1957,6081,1272,-1881,1
2300,-8961,2440,4467,1074,-1716,1
2694,-11755,148,2214,134,-741,1
-780,-11850,-1037,-848,126,1190,1
785,-8432,-2556,-2288,-1531,3552,1
5750,6432,-4997,-7736,228,4326,1
2072,17106,10978,-8930,-446,-3877,1
-6793,17713,19066,148,680,-3517,1
-6001,9831,10990,9625,766,1303,1
2559,2469,-760,9901,1304,355,1
5541,-5821,-1861,7239,590,-1086,1
4295,-13271,-3963,2695,-1242,-2966,1
-1954,-13673,507,-2684,-1601,-3455,1
-415,-10107,7622,-5185,-747,3391,1
2577,-3664,5621,-3938,-348,3803,1
2886,2824,-496,-5477,-154,3540,1
3441,9775,-2287,-8591,-137,-875,1
-6752,13763,2257,-8380,1034,-4421,1
-9062,15355,7305,-413,-597,-159,1
-2830,10776,3666,4049,-744,2686,1
3290,4108,574,4497,-76,1953,1
4391,-2565,-783,3279,-341,-1286,1
5254,-9702,7314,71,289,-2818,1
2257,-11483,16913,-481,1956,-3042,1
-156,-8478,5449,1603,1999,454,1
30,5013,-5294,-1391,174,8,1
-5247,11740,-7632,-1433,1077,217,1
-4970,14361,-6613,-382,219,2387,1
3234,11372,-2097,2620,-1688,2525,1
4085,6725,-1709,4103,-1388,-1402,1
-873,170,-1622,3869,-467,-3164,1
-1353,-8415,-2524,2380,-4404,595,1
9227,-8051,12426,-6868,-1338,780,1
2615,-9685,22760,-3914,6538,-4023,1
-5724,-3054,-199,648,890,2423,1
6702,4742,-4484,-3470,265,1840,1
-5737,10436,-5212,-4936,1942,-3588,1
-6826,14416,-3769,-3253,112,2166,1
2499,13255,1553,1000,-2358,2712,1
3737,6711,101,4836,-1200,-1419,1
-1876,-2834,-1530,5249,-1245,-655,1
3340,-7969,-85,-1635,-3226,1819,1
7843,-13742,26150,-5520,3198,-5576,1
-8221,-8259,3646,4689,1302,891,1
3002,316,-9545,-729,-754,4599,1
2924,7798,-9274,-6788,2561,-1771,1
-9385,13704,862,-5229,1183,-959,1
-1103,14390,3475,2210,-2257,3984,1
2798,8333,-2209,5463,-2142,606,1
-1970,3616,-3608,4128,-2924,-1003,1
-816,-1967,1235,4334,-2149,27,1
3224,-5823,2928,-2736,-2084,2552,1
9525,-11972,32237,-4969,2218,-4346,1
-4334,-9327,7893,5726,4201,-1450,1
3631,-1526,-10372,336,1269,2139,1
-993,5641,-10303,-4326,984,-1893,1
-7854,10640,-7606,-5538,-447,-66,1
-2877,13221,-4151,-2182,-1995,3102,1
4588,10739,-688,1161,-2030,827,1
-1981,4964,-2281,2147,-1716,-2201,1
-917,-3241,1287,1751,-2234,802,1
6229,-15362,28172,-5485,6135,-6172,1
-8425,-10531,6265,3388,2738,-174,1
4485,-990,-7878,242,-1222,4711,1
3269,6007,-8684,-6365,1651,-1021,1
-7525,11237,-4327,-8037,2558,-687,1
-1935,15105,3290,-4362,-1612,4010,1
5272,11987,5224,2789,-3519,167,1
-2745,5193,580,6465,-4462,-2011,1
-3559,-201,-3890,5636,-4535,1414,1
7589,-9981,-4844,-5965,-559,1482,1
2680,-15862,28243,-8450,4825,-7335,1
-7136,-12024,14664,998,6736,1054,1
2797,-6843,-2745,2059,-1412,6150,1
8781,1358,-4622,-3437,4775,-846,1
-7306,8444,-2945,-5814,3286,-559,1
5232,16240,1526,200,-404,1417,1
1271,11483,-196,2718,-1977,-1315,1
273,5509,-2757,2695,-2174,-1805,1
1495,-603,-4584,3147,-4882,-53,1
5250,-13186,-1101,-1761,-11960,562,1
8606,-16695,21937,-9727,1268,-4522,1
-11294,-15896,24274,-1070,9780,-1202,1
10928,-6390,-514,5615,-1400,4302,1
4407,1607,-6267,2166,2995,1409,1
-2932,6929,-5011,-1446,2884,-167,1
-4585,11716,-5457,-1330,2256,2542,1
4105,16190,-8194,-1211,-1972,2897,1
3427,11262,-3094,-1138,-1232,-2780,1
-893,5206,-1496,806,-2577,-3479,1
1536,-559,-2130,1594,-6454,-1059,1
3559,-16563,4231,-1810,-3896,-788,1
205,-18150,29367,-9472,1290,-5163,1
-3275,-11668,15697,3786,4505,6765,1
11345,-4846,-2544,4769,-1794,4769,1
6465,674,-2902,232,5736,-1804,1
-412,12705,-6098,963,1262,820,1
-1673,13326,-12145,2032,-603,-850,1
-590,8760,-9447,-368,-2227,-1742,1
-869,4512,-5189,-2312,-745,-1631,1
2565,-1625,-402,-2266,-3825,36,1
4888,-12791,11856,-4237,-3902,-174,1
1822,-15220,24814,-7334,4984,-5771,1
-12972,-11816,22986,2111,5786,4540,1
11201,-6357,1203,6259,-4731,7314,1
5068,-234,-3274,2338,3539,728,1
-1708,4495,-6439,264,4524,84,1
-2272,9660,-10998,-171,3747,701,1
2236,13840,-11674,-1414,-428,703,1
-179,9926,-4932,420,-731,-1880,1
-1913,4970,-4356,2184,-1899,-368,1
1410,2117,-5933,675,-2146,858,1
5265,-5760,1318,-3042,-7,1332,1
4636,-14938,17308,-3395,-9184,-2281,1
920,-14295,31516,-4677,-151,-1805,1
-3923,-8929,12796,3696,7968,2036,1
2068,6734,-4256,1332,2003,-2150,1
-2449,10149,-9613,1801,2271,-1811,1
-1002,9953,-12955,1507,132,-2331,1
-3072,6346,-7499,1180,-3261,-3721,1
-6052,2776,-3455,1689,-4247,-466,1
-1299,-611,-2466,124,-828,2552,1
7268,-7513,6942,-4657,1051,1141,1
-1979,-10362,26157,-3707,-1226,-4614,1
-4755,-9814,16703,3687,2551,5707,1
11773,-4877,257,1679,681,4378,1
5850,778,-3063,231,2409,474,1
-1808,7293,-6576,-1198,-239,-1688,1
-3323,10519,-5990,200,-581,-1504,1
-4514,10668,-7625,1458,751,-1297,1
-3438,6432,-5884,2272,-619,-197,1
-2384,3621,-3408,1987,-1886,1359,1
1851,-2578,-1635,2409,-3027,3381,1
7168,-7708,-1909,-2444,-3178,5346,1
12967,-10858,32446,-9051,1188,-4148,1
-16731,-10298,20652,4045,3964,-1408,1
12450,1160,-2689,-2987,2258,-5515,1
-7777,6204,-5867,-3967,3315,-7914,1
-8470,10196,-2248,-2063,-2034,-2448,1
-7942,11059,-490,803,-338,-1888,1
-7554,6242,-2709,3546,1548,233,1
-2715,2572,-3616,3940,-734,3645,1
1811,767,-942,2494,-1746,3463,1
4553,-5436,9022,-1074,-846,1573,1
3106,-9454,17818,-502,-816,-705,1
2651,-10324,14388,1452,2871,-648,1
2276,-6306,1634,1354,2195,590,1
5438,-1180,155,-1002,1666,-113,1
-1567,5247,-3049,-1935,931,-2386,1
-5754,10494,-3683,-1352,-654,-2181,1
-5630,11623,-4686,-330,175,-1056,1
-5819,9143,-3932,2168,772,666,1
-1584,5214,-4430,2513,-438,1986,1
-602,3471,-3212,1232,-1399,2113,1
1762,-185,387,602,-2090,3193,1
5709,-11528,1248,1827,-3391,3231,1
-4177,-10752,27579,-3826,7164,-7188,1
-5586,-6822,5389,3455,7083,431,1
10251,-1524,463,1090,131,4759,1
5479,3100,-1650,-1767,6627,-5948,1
-9353,6438,-3829,-440,6542,-7906,1
-12077,8446,-5719,1555,2988,-1111,1
-4521,10332,-6746,1857,2570,1998,1
1634,6980,-3968,972,3322,558,1
472,3500,-2816,-103,3718,-2135,1
-679,43,-1815,-350,2745,-1136,1
6604,-10545,6444,1959,-864,2375,1
3153,-11832,11498,-1758,-4811,-7280,1
-11784,-11564,15999,-5801,8442,-7615,1
-6802,-7448,10651,-1926,9137,3304,1
9553,1657,-836,672,-1516,6668,1
-9143,9475,-8269,-2600,2092,-1779,1
-4887,12333,-5097,-2660,965,2549,1
1976,8707,151,92,804,1666,1
1009,5111,-1419,2274,880,-1015,1
-2681,1869,-1742,2976,-2094,377,1
619,-1931,220,3466,-4567,3503,1
10261,-12075,9233,658,-4907,-753,1
-6163,-18319,15443,-2545,3978,-12622,1
-18392,-9657,11176,-1456,5355,3275,1
5766,-2626,3663,1962,13,9165,1
9790,2524,-3049,38,3471,-2161,1
-2719,6008,-8468,-389,4655,-5477,1
-11422,8870,-11210,-659,1527,246,1
-65,9765,-9460,1378,-1706,6698,1
9794,6949,-8197,-596,-811,616,1
1365,2742,-3312,-1680,-1983,-4085,1
-5139,-3201,4933,2449,-7539,1564,1
9407,-11433,4531,-57,-9420,3344,1
1539,-18970,18003,-7174,5534,-15786,1
-20592,-8974,15307,-126,2364,3226,1
14254,3747,-4681,-61,1632,-1418,1
-1742,5420,-7037,-1795,2002,-6771,1
-11867,7608,-8186,-1421,-1915,-2594,1
-7780,9988,-9296,6,-2157,3767,1
2073,6694,-6450,-1759,-4630,3035,1
116,2875,2637,-1510,-2982,-1012,1
-3604,-2230,5393,2518,-5391,851,1
6456,-9694,-934,-1481,-7532,2531,1
5188,-13434,15920,-6552,-358,-7195,1
-12518,-8738,19805,-268,5561,148,1
1481,-6803,5029,5473,-1589,9207,1
13649,814,-2907,2108,2503,2670,1
-3448,3266,-4925,-1686,7770,-7146,1
-15210,7897,-5793,-423,2935,-930,1
-4310,10702,-9587,3867,-448,8678,1
10436,9291,-13392,2973,-4804,1400,1
-2391,3086,-7638,-1564,-1965,-4312,1
-6818,-2408,-748,-482,-6844,2399,1
8808,-14815,-133,-4374,-9571,5546,1
7602,-14658,25786,-8600,-149,-4929,1
7868,-3416,276,4732,-3074,5984,1
7308,-3,-911,-915,2683,-1519,1
-4414,2978,-819,-2607,3040,-2655,1
-7967,9606,-494,330,-1302,417,1
-3757,13284,-6411,2999,-1790,1935,1
-3432,10950,-9868,1949,382,-142,1
-3814,5642,-5576,-108,-669,8,1
-2533,3508,1710,764,-1391,1235,1
54,-1579,2304,4542,-3412,2579,1
5580,-14181,-5083,2042,-7043,4006,1
9166,-16263,23935,-10801,-5325,-2894,1
-7197,-9088,22317,1324,8623,-1452,1
2425,-5234,-1220,4662,-4309,8833,1
11259,271,272,205,240,-270,1
-1818,2779,-3250,-800,3113,-3120,1
-7778,8570,-5215,-1726,-601,-2692,1
-11088,11176,-5450,-144,-79,761,1
-5018,11191,-7726,883,114,3875,1
980,7799,-4786,-550,-88,2275,1
-783,4771,-1582,-19,-1430,1962,1
4663,-7680,-1396,865,-4973,4869,1
10312,-14685,15063,-7598,-1748,-4416,1
-12007,-14129,29490,-1301,-1087,-3495,1
4844,-8870,6036,5943,47,3158,1
4833,-3371,-2592,2718,-4650,2239,1
1419,40,-3446,-323,-2089,1616,1
-1533,7474,-3859,-2424,-1013,-105,1
-4447,12411,-3040,-1957,-2088,384,1
-6987,14131,-3280,-1708,-1783,95,1
-3347,9686,-3518,4,-3858,2910,1
175,5939,-1906,-379,-7125,2913,1
5158,3218,1362,942,-3419,1231,1
4431,-3582,-1908,1270,-1934,-1464,1
-789,-16042,-532,-3161,-720,4454,1
9963,-16711,19555,-7220,-1400,911,1
4560,-7860,-2441,4621,1858,-2044,1
900,-2680,-2503,685,2118,-282,1
81,4109,-874,-40,225,-410,1
-2244,11818,-343,-2062,-630,-877,1
-2675,15255,292,279,762,-933,1
-4068,12001,-2613,2236,-618,-1386,1
-2701,6506,-5232,2845,-3147,-973,1
-2151,2839,-4955,1271,-4525,417,1
1515,-2788,-3834,293,-3114,1737,1
3430,-16399,-2314,-6851,-787,5265,1
10125,-17535,21358,-8894,-1518,3901,1
14956,-10539,21850,4023,-2719,431,1
5503,-10823,-4996,8619,1867,-5635,1
-1527,-5218,-5202,3058,-451,-337,1
3412,2080,-3573,843,1241,54,1
-2594,9799,-1621,-468,1626,-1153,1
-861,13418,-6416,1427,2882,-1709,1
-6353,12779,-10483,-560,-336,-1689,1
-2661,7312,-3837,-1924,-4414,1602,1
1358,5263,537,-1570,-2315,1641,1
3011,-8451,-3642,-3691,-1725,-54,1
3031,-17028,5468,-7592,-1158,4577,1
10469,-12416,22861,-5158,-2781,4320,1
14450,-8487,13957,7352,-367,-2321,1
811,-11298,-4163,9445,2365,-4990,1
-140,-5122,-4989,3778,-1411,-452,1
3608,2140,-4111,1581,331,-1454,1
-4568,8098,-1514,-792,838,-1531,1
-2383,12526,-833,1236,2662,-1655,1
-4623,11087,-10747,2425,2861,-2646,1
-5885,5848,-9144,-883,-3368,547,1
1350,3243,-2137,-2681,-2610,1927,1
3646,-1826,-2100,-3101,139,210,1
1849,-12880,-2459,-4040,-1713,126,1
2962,-16055,10894,-8376,-1926,6538,1
14962,-9015,18103,-560,2980,2396,1
8300,-9272,2574,7078,3285,-2721,1
2842,-6379,-4246,5202,1926,-1967,1
2465,-927,-3426,2562,3644,-1402,1
-1492,5266,-1754,163,4604,-1866,1
-1157,12084,-5343,501,7456,-3388,1
-3952,10995,-7028,-394,4521,-2050,1
-1181,7338,-1283,-1204,1249,-606,1
1448,5064,1179,-339,2199,-1235,1
2356,1947,-293,54,3706,-3077,1
2854,-7686,4396,830,5835,-4149,1
-1949,-13923,5108,-2982,4270,-3278,1
-1610,-14364,19352,-4766,3177,-2432,1
-279,-7663,12877,1819,9302,2360,1
3851,-4933,4353,4552,3191,5503,1
6770,498,-914,2574,4422,1299,1
937,4931,-4745,294,7805,-3212,1
-6746,7414,-4378,452,6538,-4045,1
-8227,10740,-5510,925,3331,1491,1
1328,10614,-4820,816,3211,3952,1
2256,5195,-538,515,2755,-2944,1
-2175,2687,-86,1888,-1515,-2136,1
-371,-1226,724,3240,-6481,1157,1
9612,-11354,8436,1237,-4719,-488,1
1749,-15623,11545,-2964,3207,-11826,1
-20701,-10485,5998,-3330,9205,-5492,1
-2506,-7017,6256,1023,799,7362,1
9992,227,2317,1718,-1441,5977,1
4703,3399,-2350,-507,5299,-3706,1
-4345,5346,-5481,-944,6603,-4930,1
-9664,8723,-7451,463,3344,44,1
3298,10607,-9213,2919,-3323,5415,1
8212,8349,-9581,1105,-3051,-1482,1
-1994,3525,-6140,-2832,-529,-5302,1
-5628,69,3961,-2708,-3187,-1438,1
-589,-4721,9741,4487,-5224,2360,1
7871,-12105,7103,4073,-3565,571,1
-1841,-16894,10349,-4331,3867,-13124,1
-18624,-7520,11153,-2156,4422,400,1
3674,-4105,8052,2503,41,8619,1
2979,3680,-4612,-14,5449,-4343,1
-7820,5231,-8316,994,2861,-4076,1
-9408,9600,-11411,859,669,2197,1
-147,9449,-10998,-266,-53,5719,1
9173,6389,-3761,-1251,-1533,-108,1
-483,2386,-1552,-518,-2096,-5205,1
-9605,-1524,-176,920,-5940,11,1
4150,-8075,2403,2231,-9356,7492,1
12080,-13259,11522,-4455,-797,-7880,1
-21181,-16421,13427,-4284,5880,-10020,1
-7125,-9156,9373,1520,761,10468,1
9297,-2604,627,2829,-2961,11523,1
10379,3253,-5016,-1945,2320,650,1
-3431,5093,-5947,-4118,4830,-4474,1
-11973,8689,-5893,-3813,-890,328,1
-2820,11928,-4263,-1513,-4597,5711,1
8858,11290,-4520,-964,-3837,2911,1
3458,4698,-1004,-2316,662,-5883,1
-7312,1029,1865,682,-6000,-2464,1
1809,-5851,354,3399,-12404,3547,1
-10492,-19804,13425,-5228,6068,-11210,1
-12198,-8184,11754,9,-1090,5201,1
7005,-4906,2099,4324,-6997,7622,1
5555,-1245,-415,603,-2122,3089,1
-3119,1843,612,-2324,2884,-139,1
-8723,7478,-313,697,-4742,2698,1
-2514,11492,-4575,2617,-8537,5394,1
1572,13290,-7783,454,-6221,2909,1
108,9365,-2239,-606,-3984,-22,1
-1252,5617,709,862,-7493,995,1
740,2923,-2528,472,-8247,849,1
4049,-1581,-3671,-1257,-6562,668,1
7011,-13734,350,-4904,1175,-1367,1
-949,-14827,16103,-8492,-2419,-268,1
6562,-9704,23502,2118,-3016,3407,1
1337,-3145,-5538,3739,-1881,311,1
2468,1312,-3608,1190,-418,-153,1
-2420,6542,-2631,-965,1696,-2032,1
-3722,10401,-4085,-196,2318,-998,1
-3028,11725,-10047,-715,217,-1758,1
-3517,7742,-5521,-2551,-4078,216,1
-799,4197,-847,-3536,-2852,1384,1
2861,1000,700,-3524,-2020,1459,1
5965,-9149,2493,-1429,-3305,-781,1
2176,-14578,6830,-7321,-3625,185,1
6521,-10407,25374,-4500,2695,-143,1
4764,-9021,7547,6287,7035,-1146,1
1742,-5889,-4589,5666,-3542,3412,1
5565,-2230,-4071,3023,-3078,1948,1
1529,899,-394,703,3250,-551,1
-5442,5999,-400,-103,6410,-977,1
1466,10906,-8787,1236,-596,4176,1
4039,8642,-6969,-2471,-1543,3325,1
7223,5782,1212,-3431,-3041,2372,1
7237,2457,855,-1511,-5061,-610,1
7588,-5135,1355,107,-5079,-2720,1
2337,-17876,-536,-3518,-2524,-3181,1
-595,-14073,24856,-6995,4337,-2780,1
1041,-8284,10155,4848,3711,678,1
3744,-6368,-3597,6587,-4052,1329,1
3505,-3449,-2747,3419,-2398,1782,1
2506,658,21,429,5096,-739,1
-3999,7355,-1194,568,2112,-1506,1
-2318,10878,-3163,2881,-1470,1160,1
518,11307,-8773,1659,184,-89,1
-785,7837,-6011,-1188,-1999,720,1
758,5022,-313,-2389,-2738,1246,1
3001,2907,1382,-1609,-1522,550,1
3547,-3698,1239,-339,-1624,-1670,1
2129,-13447,2027,-3253,-1782,-1030,1
4782,-11710,16215,-5620,-527,1525,1
8218,-8261,14288,2221,4011,-303,1
2000,-7929,-441,6768,589,-1676,1
1728,-4498,-4757,5171,-987,990,1
2722,653,-4499,1988,1121,55,1
-648,5680,-2443,-574,2737,-1112,1
-2871,11146,-6215,374,3260,-1920,1
-2627,7998,-5526,-687,-360,-383,1
-626,5128,-1698,-1246,-3436,764,1
2776,2187,-551,-942,-2049,200,1
3382,-3593,-2950,-1477,-379,-776,1
209,-15371,714,-5347,-1520,-90,1
8611,-13310,18131,-7216,140,3831,1
11268,-7723,13057,3655,4305,-834,1
3618,-6750,-1938,5900,2783,-2613,1
2959,-3582,-1369,3345,3137,258,1
3134,175,-1562,1713,6900,-1358,1
-2974,5295,-2197,-202,7506,-2944,1
-5168,10242,-2733,-977,5095,-1147,1
-3096,11612,-5217,435,5118,-565,1
-1135,10550,-3881,192,3201,91,1
650,7087,-1170,289,2397,-723,1
1317,4994,-582,-363,3601,-1546,1
3154,2207,1622,-301,5258,-3386,1
591,-4577,6026,3292,2889,-3826,1
-2897,-12108,3873,2971,-1951,-1928,1
-9578,-10210,7836,-3735,16358,-7054,1
-7609,-6172,7426,1062,3746,6327,1
7197,-2117,2458,1919,-2438,8716,1
10534,2902,80,-131,6557,-2479,1
-2645,4833,-4222,162,11594,-6893,1
-11842,6484,-7986,1517,3763,-1738,1
-7064,9635,-8057,511,-2677,5082,1
4280,9117,-3755,-456,-807,5886,1
8318,6280,-829,-812,4118,-1368,1
-3919,2186,-911,499,604,-3984,1
-6147,-1080,67,1784,-6451,808,1
2949,-5857,2810,1559,-8183,4460,1
6373,-9055,8531,-3545,2359,-5915,1
-14318,-13429,9113,-2429,5150,-7434,1
-6859,-7283,6832,1017,-588,6339,1
3643,-2053,1736,922,-1825,7227,1
6025,1904,1248,-618,2263,-1268,1
-1673,3966,-1650,494,4437,-4056,1
-7601,5908,-6298,2284,2791,-2677,1
-5196,8784,-9334,1939,-694,2944,1
1879,8797,-9109,122,-840,2871,1
4114,6017,-4426,-1640,697,-1118,1
-1520,2635,-151,-504,314,-3387,1
-5415,-463,1385,2103,-3801,-1223,1
-812,-6124,466,3040,-7260,4029,1
8609,-11007,7711,-2159,-890,-2427,1
-11385,-15981,7153,-3874,9309,-10807,1
-12571,-8116,9924,-1352,1113,5967,1
4245,-3190,4541,2137,-4984,9620,1
7185,907,584,536,-525,2173,1
586,2471,-2194,-516,4331,-2863,1
-6434,7602,-7821,752,-1179,225,1
-701,10167,-7570,-31,-1812,2111,1
2829,8269,-5657,-401,-639,501,1
1323,4806,-3349,-1020,-282,-2814,1
-5109,1820,-2326,-665,-1678,-2134,1
-3826,-1402,1355,950,-6453,2125,1
8942,-9980,7287,1456,-5511,1919,1
4111,-10652,6807,-5274,1080,-6785,1
-16577,-9919,11922,-5208,773,-3374,1
-2289,-6656,8829,1143,-3584,7982,1
7649,-1943,-149,652,-4200,6462,1
5124,2216,-1711,-2948,-693,-795,1
-4365,4637,-2228,-4013,1515,-2466,1
-11836,7934,-2367,-2848,-3551,1606,1
-1845,11012,-4216,-1551,-7777,5822,1
3102,10575,1015,-1001,-3095,2031,1
787,6847,1275,813,287,-1291,1
-43,3929,-1026,1937,-2555,-1364,1
929,354,-2417,1797,-7537,-458,1
6274,-8149,-2357,-744,-9378,413,1
-13607,-14989,22506,-3806,41,-4563,1
7868,-8550,4588,5972,-828,6900,1
8368,-3398,-2571,2927,-5296,1911,1
2310,-915,-1088,1164,-1579,198,1
103,2793,-1589,-527,275,-1063,1
-5522,8222,-2054,-989,-2857,-1345,1
-4937,10585,-3829,155,-1975,249,1
-2447,11846,-5181,-772,1404,396,1
157,8581,-2395,-1776,-1187,-245,1
857,4470,2258,-129,-2979,-542,1
779,288,3777,1367,-3737,-526,1
1596,-8269,6089,2221,-948,46,1
891,-9386,7145,-4239,469,-837,1
-1030,-9066,24248,-806,634,-1230,1
1294,-8186,7560,4402,5189,2553,1
5188,-4704,-1550,2270,-1477,4530,1
5085,-542,-890,877,258,1011,1
3035,4204,-3904,-691,3914,-1456,1
-1750,10318,-4596,-2414,4991,-3204,1
-4543,11394,-4121,183,3721,-3440,1
-5647,9954,-6189,22,486,231,1
-694,6602,-1160,1204,-304,810,1
622,2910,-1431,2271,-1901,1661,1
2665,-1878,-857,2064,-1982,2549,1
7640,-9888,1228,-2162,1456,2494,1
4430,-12820,18851,-7189,640,-4701,1
-6115,-10099,19193,-98,3167,-1782,1
1337,-6744,4792,3017,4344,3298,1
5241,-1709,478,749,719,2810,1
2211,3231,-1469,-184,438,24,1
-1180,8867,-4261,-972,1130,-1578,1
-2654,11800,-4359,-815,1969,-2443,1
-5220,11969,-4749,573,4997,-3645,1
-6224,6377,-4710,2775,2074,-541,1
-3296,4149,-5312,1656,-664,2043,1
1272,3080,-2506,-743,-348,2250,1
5246,624,2970,-841,526,392,1
1513,-13032,5547,-148,-1769,-3051,1
-269,-14777,16171,-4892,-1047,-3145,1
-6294,-12344,17353,-1324,11968,-3031,1
693,-8009,4832,1820,2088,6598,1
10638,-1961,3814,1848,-2445,2746,1
